Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Meal_2,Meal_3,Type_Of_Meal
Fest,23-08-2017,520,567,3,No,O,W,M,LL,WW1,XX2,B
Fest,23-08-2017,566,435,0,No,O,M,X,YY,MM1,ZZ2,L
Fest,23-08-2017,700,586,1,No,Y,Z,Z,ZZ,ZZ1,ZZ2,L
Fest,23-08-2017,588,545,2,No,M,Y,W,ZZ,XX1,ZZ2,L
Fest,23-08-2017,504,598,3,No,O,X,O,WW,XX1,ZZ2,L
Fest,23-08-2017,530,569,0,No,O,X,L,YY,YY1,WW2,D
Fest,23-08-2017,677,543,1,No,W,Y,M,YY,XX1,ZZ2,D
Fest,23-08-2017,551,425,2,No,W,Y,L,MM,MM1,MM2,D
Fest,23-08-2017,688,467,3,No,O,W,W,LL,ZZ1,WW2,D
Fest,05-11-2017,506,532,0,No,M,N,Y,XX,XX1,ZZ2,B
Fest,05-11-2017,679,477,1,No,L,Y,O,YY,YY1,MM2,B
Fest,05-11-2017,645,583,2,No,W,M,N,LL,MM1,MM2,B
Fest,05-11-2017,632,481,3,No,Y,N,M,MM,WW1,YY2,B
Fest,05-11-2017,624,410,0,Yes,O,Z,Y,ZZ,WW1,WW2,L
Fest,05-11-2017,619,553,1,No,O,M,M,LL,LL1,YY2,L
Fest,05-11-2017,567,490,2,No,L,L,O,WW,ZZ1,XX2,L
Fest,05-11-2017,554,484,3,No,N,O,Y,MM,ZZ1,LL2,L
Fest,05-11-2017,507,594,0,No,N,Y,X,YY,ZZ1,LL2,D
Fest,05-11-2017,507,548,1,No,O,X,Y,LL,ZZ1,MM2,D
Fest,05-11-2017,643,576,2,No,O,N,Z,YY,YY1,LL2,D
Fest,05-11-2017,520,548,3,No,X,O,Y,LL,YY1,LL2,D
Sem-Break,28-11-2017,536,487,0,No,O,O,N,WW,ZZ1,XX2,B
Sem-Break,28-11-2017,545,571,1,Yes,L,X,N,YY,ZZ1,YY2,B
Sem-Break,28-11-2017,515,460,2,No,Z,L,W,MM,XX1,LL2,B
Sem-Break,28-11-2017,587,422,3,No,L,Y,N,WW,WW1,LL2,B
Sem-Break,28-11-2017,624,450,0,Yes,M,N,O,LL,MM1,LL2,L
Sem-Break,28-11-2017,687,557,1,No,W,M,O,YY,YY1,LL2,L
Sem-Break,28-11-2017,626,526,2,No,O,X,M,LL,WW1,XX2,L
Sem-Break,28-11-2017,593,520,3,No,O,N,N,LL,WW1,LL2,L
Sem-Break,28-11-2017,603,532,0,No,M,O,Z,YY,WW1,MM2,D
Sem-Break,28-11-2017,612,508,1,Yes,W,L,N,YY,LL1,XX2,D
Sem-Break,28-11-2017,518,491,2,Yes,X,M,N,LL,LL1,YY2,D
Sem-Break,28-11-2017,613,585,3,No,L,Z,O,YY,YY1,ZZ2,D
Regular,18-05-2017,632,522,0,No,W,Y,Y,ZZ,LL1,MM2,B
Regular,18-05-2017,667,566,1,No,W,L,N,XX,ZZ1,WW2,B
Regular,18-05-2017,678,437,2,Yes,Y,N,M,MM,XX1,LL2,B
Regular,18-05-2017,552,591,3,No,M,Z,X,MM,WW1,LL2,B
Regular,18-05-2017,509,493,0,No,Z,O,Y,ZZ,WW1,ZZ2,L
Regular,18-05-2017,503,512,1,No,Y,N,Z,LL,ZZ1,XX2,L
Regular,18-05-2017,603,506,2,No,M,Z,L,MM,MM1,YY2,L
Regular,18-05-2017,649,422,3,Yes,L,Z,O,WW,YY1,ZZ2,L
Regular,18-05-2017,598,547,0,No,Y,Y,L,YY,LL1,XX2,D
Regular,18-05-2017,695,430,1,No,X,X,W,LL,MM1,WW2,D
Regular,18-05-2017,552,497,2,No,Z,Z,M,XX,ZZ1,WW2,D
Regular,18-05-2017,613,541,3,No,O,O,O,WW,YY1,MM2,D
Other-Holidays,30-04-2017,506,584,0,No,N,M,M,MM,YY1,YY2,B
Other-Holidays,30-04-2017,595,500,1,No,X,N,Z,LL,XX1,YY2,B
Other-Holidays,30-04-2017,636,487,2,No,N,O,M,MM,MM1,YY2,B
Other-Holidays,30-04-2017,671,435,3,No,W,M,L,WW,WW1,YY2,B
Other-Holidays,30-04-2017,546,558,0,No,L,X,X,MM,LL1,MM2,L
Other-Holidays,30-04-2017,597,579,1,No,L,X,X,YY,XX1,LL2,L
Other-Holidays,30-04-2017,689,510,2,Yes,Y,M,X,MM,ZZ1,MM2,L
Other-Holidays,30-04-2017,629,580,3,No,O,X,X,MM,XX1,MM2,L
Other-Holidays,30-04-2017,534,421,0,No,O,O,X,WW,LL1,XX2,D
Other-Holidays,30-04-2017,634,437,1,No,O,Z,N,WW,YY1,ZZ2,D
Other-Holidays,30-04-2017,666,544,2,Yes,Y,O,O,YY,LL1,WW2,D
Other-Holidays,30-04-2017,501,505,3,No,X,Y,Z,YY,YY1,MM2,D
Regular,05-07-2017,536,442,0,No,X,O,Y,WW,LL1,MM2,B
Regular,05-07-2017,649,592,1,No,N,Z,Z,YY,YY1,MM2,B
Regular,05-07-2017,640,565,2,No,M,L,O,ZZ,ZZ1,YY2,B
Regular,05-07-2017,503,598,3,Yes,Z,W,X,YY,ZZ1,YY2,B
Regular,05-07-2017,645,522,0,No,N,X,N,ZZ,MM1,WW2,L
Regular,05-07-2017,562,418,1,Yes,W,O,Y,XX,MM1,YY2,L
Regular,05-07-2017,513,490,2,No,L,W,X,YY,MM1,XX2,L
Regular,05-07-2017,669,525,3,No,X,M,L,LL,WW1,ZZ2,L
Regular,05-07-2017,679,423,0,No,N,W,N,LL,YY1,MM2,D
Regular,05-07-2017,604,597,1,No,M,L,O,XX,ZZ1,YY2,D
Regular,05-07-2017,635,513,2,Yes,N,X,W,LL,YY1,WW2,D
Regular,05-07-2017,615,475,3,No,N,Z,Z,ZZ,MM1,MM2,D
Regular,07-06-2017,675,493,0,No,W,Z,O,XX,LL1,WW2,B
Regular,07-06-2017,584,422,1,No,X,L,Y,YY,ZZ1,XX2,B
Regular,07-06-2017,569,495,2,No,Y,N,Z,XX,LL1,MM2,B
Regular,07-06-2017,608,445,3,No,Y,Z,W,MM,YY1,WW2,B
Regular,07-06-2017,598,543,0,No,N,Y,Z,MM,MM1,MM2,L
Regular,07-06-2017,641,453,1,No,W,Z,M,MM,ZZ1,YY2,L
Regular,07-06-2017,681,454,2,No,Y,Z,L,WW,ZZ1,ZZ2,L
Regular,07-06-2017,637,454,3,Yes,X,M,Z,MM,MM1,MM2,L
Regular,07-06-2017,637,413,0,No,W,W,M,MM,YY1,MM2,D
Regular,07-06-2017,593,580,1,No,X,X,M,XX,XX1,WW2,D
Regular,07-06-2017,608,430,2,Yes,L,Z,Z,LL,MM1,LL2,D
Regular,07-06-2017,676,557,3,No,M,Y,O,YY,LL1,LL2,D
Other-Holidays,10-06-2017,526,450,0,No,Z,N,Y,WW,LL1,YY2,B
Other-Holidays,10-06-2017,567,452,1,No,N,M,X,LL,YY1,ZZ2,B
Other-Holidays,10-06-2017,509,505,2,Yes,W,L,O,ZZ,WW1,MM2,B
Other-Holidays,10-06-2017,551,406,3,No,N,X,L,MM,XX1,ZZ2,B
Other-Holidays,10-06-2017,623,402,0,No,L,W,W,XX,YY1,ZZ2,L
Other-Holidays,10-06-2017,656,496,1,No,Z,X,W,YY,WW1,LL2,L
Other-Holidays,10-06-2017,557,556,2,No,Y,Z,X,WW,XX1,LL2,L
Other-Holidays,10-06-2017,656,594,3,No,Z,N,X,MM,XX1,XX2,L
Other-Holidays,10-06-2017,638,535,0,No,X,M,Y,MM,ZZ1,WW2,D
Other-Holidays,10-06-2017,538,424,1,No,W,M,N,XX,LL1,YY2,D
Other-Holidays,10-06-2017,627,495,2,No,W,O,X,WW,MM1,XX2,D
Other-Holidays,10-06-2017,699,455,3,No,Z,O,Z,ZZ,XX1,WW2,D
Regular,08-06-2017,677,528,0,No,Z,W,M,WW,MM1,WW2,B
Regular,08-06-2017,533,447,1,No,Z,Z,N,XX,WW1,LL2,B
Regular,08-06-2017,617,460,2,Yes,Y,M,O,MM,YY1,ZZ2,B
Regular,08-06-2017,681,511,3,Yes,X,Z,X,LL,ZZ1,XX2,B
Regular,08-06-2017,538,420,0,No,M,N,N,MM,XX1,XX2,L
Regular,08-06-2017,652,571,1,No,N,L,Y,MM,XX1,MM2,L
Regular,08-06-2017,603,515,2,No,W,L,X,ZZ,LL1,ZZ2,L
Regular,08-06-2017,524,454,3,Yes,Y,W,L,WW,YY1,ZZ2,L
Regular,08-06-2017,619,599,0,No,X,Z,W,MM,ZZ1,XX2,D
Regular,08-06-2017,667,538,1,No,W,O,Z,XX,YY1,YY2,D
Regular,08-06-2017,678,507,2,No,X,M,L,WW,WW1,XX2,D
Regular,08-06-2017,633,434,3,No,M,O,W,ZZ,XX1,ZZ2,D
Regular,29-01-2018,552,434,0,No,N,O,Z,WW,MM1,ZZ2,B
Regular,29-01-2018,681,574,1,No,M,N,N,ZZ,WW1,WW2,B
Regular,29-01-2018,568,462,2,No,O,M,L,MM,XX1,MM2,B
Regular,29-01-2018,542,520,3,No,M,Y,X,WW,WW1,YY2,B
Regular,29-01-2018,571,413,0,No,W,Y,X,LL,WW1,YY2,L
Regular,29-01-2018,558,595,1,No,X,M,M,WW,YY1,LL2,L
Regular,29-01-2018,528,565,2,No,N,M,O,YY,XX1,WW2,L
Regular,29-01-2018,546,573,3,No,N,L,N,ZZ,YY1,WW2,L
Regular,29-01-2018,653,467,0,No,N,L,L,ZZ,LL1,ZZ2,D
Regular,29-01-2018,615,561,1,No,Z,O,Z,YY,XX1,WW2,D
Regular,29-01-2018,505,410,2,Yes,M,Z,W,WW,ZZ1,LL2,D
Regular,29-01-2018,531,544,3,No,Y,M,Z,LL,YY1,ZZ2,D
Regular,11-11-2017,699,566,0,Yes,N,N,L,MM,WW1,ZZ2,B
Regular,11-11-2017,570,522,1,No,L,W,Z,ZZ,YY1,XX2,B
Regular,11-11-2017,675,591,2,No,W,X,Z,WW,ZZ1,LL2,B
Regular,11-11-2017,623,431,3,No,Z,M,W,MM,WW1,YY2,B
Regular,11-11-2017,585,484,0,No,N,O,N,ZZ,ZZ1,YY2,L
Regular,11-11-2017,626,502,1,No,O,N,Z,YY,MM1,XX2,L
Regular,11-11-2017,676,530,2,No,X,X,W,XX,MM1,WW2,L
Regular,11-11-2017,520,412,3,No,N,W,W,MM,XX1,MM2,L
Regular,11-11-2017,651,477,0,No,Y,Z,Z,LL,XX1,LL2,D
Regular,11-11-2017,654,505,1,No,L,O,Y,ZZ,XX1,WW2,D
Regular,11-11-2017,694,554,2,No,W,N,Y,WW,XX1,XX2,D
Regular,11-11-2017,608,429,3,No,O,L,O,LL,LL1,LL2,D
Regular,13-07-2017,563,532,0,No,L,M,Y,WW,XX1,XX2,B
Regular,13-07-2017,504,479,1,No,Z,L,L,WW,XX1,WW2,B
Regular,13-07-2017,640,572,2,No,W,Z,L,YY,MM1,MM2,B
Regular,13-07-2017,606,567,3,No,L,Z,X,YY,LL1,WW2,B
Regular,13-07-2017,615,493,0,No,Y,Y,X,YY,WW1,MM2,L
Regular,13-07-2017,637,403,1,No,L,X,O,MM,LL1,LL2,L
Regular,13-07-2017,693,527,2,No,X,W,W,LL,ZZ1,MM2,L
Regular,13-07-2017,636,447,3,Yes,Z,O,L,ZZ,YY1,YY2,L
Regular,13-07-2017,544,556,0,No,Z,N,M,YY,YY1,XX2,D
Regular,13-07-2017,612,476,1,No,Z,X,X,YY,YY1,YY2,D
Regular,13-07-2017,522,509,2,No,Y,L,X,YY,LL1,YY2,D
Regular,13-07-2017,506,503,3,No,N,Y,O,MM,YY1,MM2,D
Regular,25-01-2018,540,428,0,No,X,L,L,ZZ,LL1,XX2,B
Regular,25-01-2018,572,490,1,Yes,O,N,N,WW,YY1,LL2,B
Regular,25-01-2018,620,552,2,No,Z,Z,X,MM,MM1,MM2,B
Regular,25-01-2018,660,590,3,No,N,X,M,XX,WW1,LL2,B
Regular,25-01-2018,501,482,0,No,M,Y,O,YY,YY1,YY2,L
Regular,25-01-2018,691,488,1,No,X,W,O,LL,MM1,YY2,L
Regular,25-01-2018,682,445,2,No,W,M,X,XX,MM1,YY2,L
Regular,25-01-2018,521,465,3,Yes,W,N,M,YY,WW1,YY2,L
Regular,25-01-2018,566,450,0,No,O,N,N,YY,MM1,MM2,D
Regular,25-01-2018,525,440,1,No,N,X,L,XX,LL1,MM2,D
Regular,25-01-2018,594,440,2,No,W,L,Y,ZZ,MM1,XX2,D
Regular,25-01-2018,637,503,3,Yes,Y,M,Z,LL,XX1,XX2,D
Regular,15-04-2017,586,568,0,No,O,W,W,XX,WW1,WW2,B
Regular,15-04-2017,585,557,1,No,Y,M,Z,XX,YY1,YY2,B
Regular,15-04-2017,676,595,2,No,W,M,L,ZZ,YY1,MM2,B
Regular,15-04-2017,686,489,3,No,L,L,Y,WW,LL1,XX2,B
Regular,15-04-2017,510,497,0,No,O,N,Y,XX,LL1,WW2,L
Regular,15-04-2017,522,574,1,No,M,X,X,WW,XX1,MM2,L
Regular,15-04-2017,549,527,2,No,L,M,M,LL,MM1,MM2,L
Regular,15-04-2017,673,548,3,No,Z,W,Z,LL,WW1,WW2,L
Regular,15-04-2017,550,561,0,No,N,L,X,MM,MM1,WW2,D
Regular,15-04-2017,564,587,1,No,L,Z,X,ZZ,XX1,MM2,D
Regular,15-04-2017,553,458,2,No,Y,M,X,YY,XX1,ZZ2,D
Regular,15-04-2017,569,521,3,No,Z,N,O,MM,MM1,WW2,D
Regular,09-10-2017,573,414,0,No,W,N,Y,XX,ZZ1,YY2,B
Regular,09-10-2017,568,578,1,Yes,O,M,Z,ZZ,LL1,YY2,B
Regular,09-10-2017,679,464,2,No,L,O,Z,MM,YY1,WW2,B
Regular,09-10-2017,684,547,3,No,N,M,M,ZZ,LL1,XX2,B
Regular,09-10-2017,700,595,0,No,Y,Y,X,XX,YY1,MM2,L
Regular,09-10-2017,510,436,1,No,L,W,O,YY,LL1,LL2,L
Regular,09-10-2017,579,402,2,No,Z,X,Z,ZZ,WW1,XX2,L
Regular,09-10-2017,512,526,3,No,X,M,X,WW,YY1,LL2,L
Regular,09-10-2017,555,556,0,No,Y,W,Z,XX,WW1,WW2,D
Regular,09-10-2017,665,516,1,No,L,Y,L,ZZ,ZZ1,LL2,D
Regular,09-10-2017,638,476,2,Yes,O,M,X,WW,XX1,LL2,D
Regular,09-10-2017,505,409,3,No,W,Z,O,MM,XX1,YY2,D
Regular,16-03-2018,684,444,0,No,X,X,Y,YY,YY1,YY2,B
Regular,16-03-2018,520,498,1,Yes,X,L,N,MM,YY1,ZZ2,B
Regular,16-03-2018,669,476,2,Yes,W,M,N,WW,YY1,LL2,B
Regular,16-03-2018,671,471,3,No,Y,L,N,LL,XX1,XX2,B
Regular,16-03-2018,600,453,0,No,O,L,M,MM,WW1,YY2,L
Regular,16-03-2018,580,443,1,No,M,O,Y,ZZ,YY1,YY2,L
Regular,16-03-2018,629,413,2,Yes,X,Y,Y,WW,WW1,ZZ2,L
Regular,16-03-2018,693,568,3,No,N,X,Y,MM,ZZ1,WW2,L
Regular,16-03-2018,556,529,0,Yes,X,Z,X,WW,YY1,LL2,D
Regular,16-03-2018,554,434,1,Yes,O,M,W,MM,LL1,LL2,D
Regular,16-03-2018,655,579,2,No,Z,W,Z,YY,WW1,MM2,D
Regular,16-03-2018,523,560,3,No,Z,O,L,WW,XX1,ZZ2,D
Regular,14-08-2017,606,452,0,No,Z,X,O,LL,MM1,LL2,B
Regular,14-08-2017,698,419,1,Yes,Z,L,L,LL,MM1,ZZ2,B
Regular,14-08-2017,610,499,2,No,M,O,Y,LL,XX1,WW2,B
Regular,14-08-2017,665,401,3,No,N,M,N,XX,MM1,MM2,B
Regular,14-08-2017,692,422,0,No,N,M,N,XX,WW1,YY2,L
Regular,14-08-2017,616,508,1,No,Y,Y,N,XX,ZZ1,YY2,L
Regular,14-08-2017,606,428,2,No,O,M,W,MM,WW1,YY2,L
Regular,14-08-2017,543,528,3,No,X,X,O,ZZ,WW1,MM2,L
Regular,14-08-2017,672,427,0,No,Z,O,Z,MM,XX1,MM2,D
Regular,14-08-2017,668,404,1,No,O,Y,O,WW,LL1,WW2,D
Regular,14-08-2017,617,569,2,No,O,W,Y,MM,MM1,MM2,D
Regular,14-08-2017,602,597,3,Yes,Y,N,M,ZZ,ZZ1,ZZ2,D
Fest,17-03-2017,671,496,0,No,O,Z,O,WW,WW1,WW2,B
Fest,17-03-2017,592,537,1,No,W,M,Y,WW,YY1,MM2,B
Fest,17-03-2017,537,549,2,Yes,Y,X,N,YY,MM1,ZZ2,B
Fest,17-03-2017,581,436,3,No,W,X,Z,MM,XX1,LL2,B
Fest,17-03-2017,658,425,0,No,X,N,X,LL,LL1,WW2,L
Fest,17-03-2017,690,428,1,Yes,L,X,M,LL,MM1,ZZ2,L
Fest,17-03-2017,656,563,2,No,W,O,L,XX,XX1,MM2,L
Fest,17-03-2017,536,556,3,Yes,Z,Y,N,LL,YY1,MM2,L
Fest,17-03-2017,656,436,0,Yes,L,M,L,ZZ,ZZ1,MM2,D
Fest,17-03-2017,641,451,1,No,N,Z,X,LL,YY1,WW2,D
Fest,17-03-2017,594,402,2,No,O,L,L,WW,XX1,ZZ2,D
Fest,17-03-2017,599,429,3,No,W,X,Z,ZZ,YY1,WW2,D
Regular,02-12-2017,627,457,0,No,Y,L,W,LL,ZZ1,YY2,B
Regular,02-12-2017,600,485,1,No,X,X,L,MM,WW1,MM2,B
Regular,02-12-2017,526,596,2,Yes,O,M,N,ZZ,YY1,ZZ2,B
Regular,02-12-2017,513,466,3,No,M,Z,Z,WW,WW1,WW2,B
Regular,02-12-2017,630,556,0,No,W,X,N,MM,WW1,ZZ2,L
Regular,02-12-2017,528,462,1,No,Y,N,Y,ZZ,LL1,ZZ2,L
Regular,02-12-2017,686,405,2,No,M,M,Z,ZZ,XX1,XX2,L
Regular,02-12-2017,614,544,3,No,X,L,Z,MM,XX1,XX2,L
Regular,02-12-2017,626,529,0,No,O,O,X,LL,YY1,YY2,D
Regular,02-12-2017,551,550,1,No,O,O,W,LL,YY1,MM2,D
Regular,02-12-2017,540,549,2,No,L,N,X,MM,ZZ1,YY2,D
Regular,02-12-2017,605,505,3,No,X,X,O,YY,LL1,YY2,D
Regular,25-06-2017,689,481,0,Yes,L,M,L,LL,LL1,MM2,B
Regular,25-06-2017,523,446,1,Yes,Z,W,L,YY,LL1,LL2,B
Regular,25-06-2017,601,556,2,No,M,M,L,YY,XX1,LL2,B
Regular,25-06-2017,688,435,3,Yes,X,O,N,LL,XX1,WW2,B
Regular,25-06-2017,540,407,0,No,L,Y,M,ZZ,ZZ1,WW2,L
Regular,25-06-2017,587,474,1,No,Z,O,W,MM,XX1,YY2,L
Regular,25-06-2017,657,463,2,No,L,L,W,WW,YY1,XX2,L
Regular,25-06-2017,578,557,3,No,O,M,M,YY,XX1,ZZ2,L
Regular,25-06-2017,660,451,0,No,X,L,M,WW,XX1,XX2,D
Regular,25-06-2017,577,490,1,Yes,W,W,M,MM,ZZ1,YY2,D
Regular,25-06-2017,639,586,2,No,N,O,N,ZZ,YY1,ZZ2,D
Regular,25-06-2017,501,561,3,No,M,Y,N,LL,WW1,ZZ2,D
Regular,29-11-2017,598,552,0,No,L,Z,O,XX,LL1,MM2,B
Regular,29-11-2017,634,516,1,No,L,W,L,XX,ZZ1,YY2,B
Regular,29-11-2017,605,562,2,No,N,Y,W,WW,MM1,YY2,B
Regular,29-11-2017,619,484,3,No,Y,M,Y,WW,XX1,MM2,B
Regular,29-11-2017,636,501,0,No,Z,O,M,LL,ZZ1,XX2,L
Regular,29-11-2017,546,557,1,No,X,O,Z,ZZ,WW1,LL2,L
Regular,29-11-2017,593,529,2,No,Z,W,Y,XX,WW1,YY2,L
Regular,29-11-2017,524,510,3,No,M,Y,N,WW,YY1,YY2,L
Regular,29-11-2017,561,561,0,Yes,O,X,O,XX,WW1,ZZ2,D
Regular,29-11-2017,601,544,1,No,X,Y,N,MM,XX1,YY2,D
Regular,29-11-2017,500,444,2,Yes,W,Z,X,LL,WW1,WW2,D
Regular,29-11-2017,616,443,3,Yes,X,L,Y,YY,YY1,XX2,D
Regular,15-03-2018,684,409,0,No,Y,L,W,WW,WW1,ZZ2,B
Regular,15-03-2018,511,597,1,Yes,W,M,X,XX,ZZ1,MM2,B
Regular,15-03-2018,697,460,2,No,X,X,Y,ZZ,XX1,LL2,B
Regular,15-03-2018,570,585,3,No,Z,L,O,ZZ,WW1,LL2,B
Regular,15-03-2018,537,535,0,No,Y,W,L,ZZ,YY1,WW2,L
Regular,15-03-2018,646,582,1,Yes,W,Z,O,MM,MM1,XX2,L
Regular,15-03-2018,627,536,2,No,Y,N,N,YY,YY1,ZZ2,L
Regular,15-03-2018,621,572,3,Yes,O,Z,W,MM,YY1,XX2,L
Regular,15-03-2018,600,510,0,No,O,Z,W,ZZ,XX1,YY2,D
Regular,15-03-2018,529,580,1,No,Y,M,M,XX,WW1,YY2,D
Regular,15-03-2018,601,592,2,No,N,L,L,XX,XX1,MM2,D
Regular,15-03-2018,590,431,3,No,N,Y,O,LL,MM1,YY2,D
Sem-Break,14-06-2017,536,583,0,Yes,N,O,L,YY,YY1,ZZ2,B
Sem-Break,14-06-2017,548,583,1,No,L,N,Y,WW,XX1,XX2,B
Sem-Break,14-06-2017,639,431,2,No,Y,Y,O,XX,WW1,WW2,B
Sem-Break,14-06-2017,662,484,3,No,L,N,Y,ZZ,LL1,LL2,B
Sem-Break,14-06-2017,676,466,0,No,N,X,X,ZZ,YY1,ZZ2,L
Sem-Break,14-06-2017,643,407,1,No,O,Y,O,WW,XX1,YY2,L
Sem-Break,14-06-2017,549,431,2,No,M,Y,Y,YY,ZZ1,LL2,L
Sem-Break,14-06-2017,621,549,3,Yes,Z,Z,N,LL,LL1,YY2,L
Sem-Break,14-06-2017,599,451,0,No,Z,Y,O,WW,YY1,WW2,D
Sem-Break,14-06-2017,540,422,1,No,O,Z,L,WW,WW1,YY2,D
Sem-Break,14-06-2017,572,489,2,No,X,X,W,XX,WW1,ZZ2,D
Sem-Break,14-06-2017,676,481,3,No,Y,L,L,YY,ZZ1,YY2,D
Regular,13-02-2018,689,428,0,No,W,Y,X,XX,LL1,YY2,B
Regular,13-02-2018,511,406,1,No,X,Z,Z,WW,MM1,ZZ2,B
Regular,13-02-2018,525,401,2,No,Y,Z,W,YY,WW1,YY2,B
Regular,13-02-2018,548,423,3,No,Z,M,X,XX,WW1,ZZ2,B
Regular,13-02-2018,529,532,0,No,M,N,O,YY,LL1,ZZ2,L
Regular,13-02-2018,648,531,1,No,M,M,L,MM,WW1,XX2,L
Regular,13-02-2018,617,598,2,Yes,Z,Y,O,YY,WW1,ZZ2,L
Regular,13-02-2018,519,413,3,No,O,O,Z,LL,LL1,WW2,L
Regular,13-02-2018,607,511,0,No,O,M,Y,WW,XX1,YY2,D
Regular,13-02-2018,657,453,1,No,W,W,X,WW,LL1,YY2,D
Regular,13-02-2018,658,471,2,No,Z,L,O,WW,XX1,LL2,D
Regular,13-02-2018,628,449,3,Yes,Y,X,Y,ZZ,LL1,ZZ2,D
Other-Holidays,21-11-2017,627,483,0,No,Z,O,O,YY,LL1,WW2,B
Other-Holidays,21-11-2017,521,513,1,No,N,X,L,LL,YY1,LL2,B
Other-Holidays,21-11-2017,695,502,2,Yes,W,Z,X,ZZ,ZZ1,LL2,B
Other-Holidays,21-11-2017,650,459,3,No,Y,M,Z,LL,MM1,YY2,B
Other-Holidays,21-11-2017,526,405,0,No,N,X,O,WW,YY1,YY2,L
Other-Holidays,21-11-2017,589,413,1,No,Y,Z,W,ZZ,ZZ1,XX2,L
Other-Holidays,21-11-2017,521,404,2,No,Y,O,W,YY,XX1,LL2,L
Other-Holidays,21-11-2017,595,542,3,No,Z,L,W,MM,MM1,ZZ2,L
Other-Holidays,21-11-2017,655,500,0,No,X,L,M,XX,MM1,YY2,D
Other-Holidays,21-11-2017,560,439,1,No,M,M,Z,XX,ZZ1,YY2,D
Other-Holidays,21-11-2017,543,535,2,No,Y,X,M,MM,MM1,XX2,D
Other-Holidays,21-11-2017,513,432,3,No,L,N,X,LL,LL1,LL2,D
Regular,02-12-2017,657,540,0,No,O,Y,L,WW,YY1,LL2,B
Regular,02-12-2017,650,577,1,No,O,L,X,ZZ,WW1,XX2,B
Regular,02-12-2017,581,401,2,No,W,N,W,YY,LL1,ZZ2,B
Regular,02-12-2017,602,401,3,No,N,L,O,ZZ,WW1,LL2,B
Regular,02-12-2017,653,597,0,Yes,X,L,W,MM,YY1,YY2,L
Regular,02-12-2017,582,405,1,No,O,L,N,LL,XX1,ZZ2,L
Regular,02-12-2017,586,561,2,No,O,Y,L,WW,ZZ1,YY2,L
Regular,02-12-2017,616,572,3,Yes,M,O,Z,WW,ZZ1,WW2,L
Regular,02-12-2017,555,482,0,No,M,X,L,WW,XX1,LL2,D
Regular,02-12-2017,615,574,1,No,X,N,L,XX,WW1,ZZ2,D
Regular,02-12-2017,502,526,2,No,M,L,Z,LL,YY1,WW2,D
Regular,02-12-2017,677,440,3,No,Y,W,N,XX,WW1,YY2,D
Regular,05-04-2017,595,409,0,No,O,Y,Z,WW,YY1,YY2,B
Regular,05-04-2017,609,495,1,Yes,W,Z,O,XX,MM1,YY2,B
Regular,05-04-2017,691,486,2,No,O,M,M,ZZ,ZZ1,WW2,B
Regular,05-04-2017,503,452,3,No,W,N,O,ZZ,YY1,XX2,B
Regular,05-04-2017,655,422,0,No,N,Z,O,WW,WW1,XX2,L
Regular,05-04-2017,536,401,1,Yes,W,N,M,ZZ,MM1,MM2,L
Regular,05-04-2017,500,419,2,No,M,W,N,LL,ZZ1,XX2,L
Regular,05-04-2017,698,541,3,No,L,M,Y,LL,MM1,XX2,L
Regular,05-04-2017,621,514,0,No,X,M,X,LL,YY1,LL2,D
Regular,05-04-2017,624,522,1,No,O,X,Z,MM,MM1,LL2,D
Regular,05-04-2017,688,557,2,No,O,X,N,MM,ZZ1,YY2,D
Regular,05-04-2017,680,566,3,No,W,N,W,LL,XX1,YY2,D
Sem-Break,13-07-2017,508,540,0,Yes,N,M,L,ZZ,WW1,YY2,B
Sem-Break,13-07-2017,566,557,1,No,O,Y,Z,XX,MM1,LL2,B
Sem-Break,13-07-2017,570,525,2,No,O,X,W,YY,MM1,YY2,B
Sem-Break,13-07-2017,594,554,3,No,Y,X,O,ZZ,YY1,LL2,B
Sem-Break,13-07-2017,694,543,0,No,Z,O,L,WW,LL1,XX2,L
Sem-Break,13-07-2017,678,509,1,No,N,M,N,WW,MM1,MM2,L
Sem-Break,13-07-2017,664,401,2,No,W,N,L,LL,LL1,YY2,L
Sem-Break,13-07-2017,648,574,3,No,L,O,X,XX,ZZ1,MM2,L
Sem-Break,13-07-2017,684,587,0,No,X,L,Z,LL,ZZ1,ZZ2,D
Sem-Break,13-07-2017,588,424,1,No,Y,X,N,WW,YY1,XX2,D
Sem-Break,13-07-2017,615,531,2,Yes,N,Y,Z,YY,MM1,WW2,D
Sem-Break,13-07-2017,502,523,3,No,Z,Y,N,LL,MM1,ZZ2,D
Regular,17-02-2018,534,537,0,Yes,N,X,W,MM,MM1,YY2,B
Regular,17-02-2018,542,533,1,No,W,Y,O,YY,YY1,LL2,B
Regular,17-02-2018,676,476,2,Yes,N,Y,L,LL,YY1,XX2,B
Regular,17-02-2018,654,538,3,No,Y,M,Z,MM,MM1,MM2,B
Regular,17-02-2018,592,422,0,No,Y,W,L,MM,MM1,XX2,L
Regular,17-02-2018,673,485,1,Yes,L,W,N,LL,WW1,LL2,L
Regular,17-02-2018,664,490,2,No,W,O,N,WW,MM1,YY2,L
