Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Regular,27-05-17,579,502,1,No,W,N,L,LL,154,LL1,231,XX2,308,B,693
Regular,27-05-17,538,434,2,No,W,W,W,XX,208,MM1,312,ZZ2,416,B,936
Regular,27-05-17,688,533,3,No,M,L,L,ZZ,310,YY1,465,WW2,620,B,1395
Regular,27-05-17,510,413,0,No,N,M,X,MM,194,YY1,291,YY2,388,L,873
Regular,27-05-17,695,476,1,No,Z,L,Z,MM,438,LL1,657,XX2,876,L,1971
Regular,27-05-17,613,591,2,No,N,W,M,LL,44,YY1,66,YY2,88,L,198
Regular,27-05-17,697,448,3,No,N,W,X,WW,498,ZZ1,747,ZZ2,996,L,2241
Regular,27-05-17,568,524,0,No,O,W,O,MM,88,WW1,132,YY2,176,D,396
Regular,27-05-17,659,403,1,No,Z,Z,L,XX,512,MM1,768,YY2,1024,D,2304
Regular,27-05-17,666,439,2,No,W,L,M,XX,454,LL1,681,YY2,908,D,2043
Regular,27-05-17,518,541,3,No,Z,Y,N,MM,0,WW1,0,LL2,0,D,0
Fest,28-08-17,558,458,0,No,W,M,X,MM,200,LL1,300,YY2,400,B,900
Fest,28-08-17,517,547,1,No,Z,L,L,ZZ,0,YY1,0,XX2,0,B,0
Fest,28-08-17,561,406,2,No,M,Z,W,WW,310,LL1,465,ZZ2,620,B,1395
Fest,28-08-17,601,537,3,Yes,O,W,Z,MM,128,YY1,192,LL2,256,B,576
Fest,28-08-17,672,565,0,No,W,X,O,YY,214,XX1,321,MM2,428,L,963
Fest,28-08-17,560,410,1,No,N,Z,W,MM,300,XX1,450,LL2,600,L,1350
Fest,28-08-17,573,494,2,No,L,O,Y,WW,158,YY1,237,ZZ2,316,L,711
Fest,28-08-17,690,530,3,No,X,Z,W,MM,320,YY1,480,XX2,640,L,1440
Fest,28-08-17,560,426,0,Yes,O,O,N,LL,268,MM1,402,ZZ2,536,D,1206
Fest,28-08-17,569,426,1,No,N,W,W,MM,286,MM1,429,ZZ2,572,D,1287
Fest,28-08-17,585,561,2,No,O,W,Y,WW,48,WW1,72,YY2,96,D,216
Fest,28-08-17,556,498,3,No,M,O,N,ZZ,116,YY1,174,WW2,232,D,522
Regular,22-12-17,643,501,0,No,O,O,O,WW,284,YY1,426,MM2,568,B,1278
Regular,22-12-17,679,583,1,No,M,O,X,ZZ,192,ZZ1,288,WW2,384,B,864
Regular,22-12-17,695,589,2,No,N,Y,L,LL,212,WW1,318,MM2,424,B,954
Regular,22-12-17,575,593,3,No,N,X,L,LL,0,YY1,0,MM2,0,B,0
Regular,22-12-17,676,419,0,No,M,M,X,MM,514,ZZ1,771,MM2,1028,L,2313
Regular,22-12-17,691,450,1,No,M,X,M,YY,482,ZZ1,723,LL2,964,L,2169
Regular,22-12-17,568,580,2,No,L,X,Z,YY,0,XX1,0,YY2,0,L,0
Regular,22-12-17,509,434,3,No,M,Y,O,YY,150,MM1,225,MM2,300,L,675
Regular,22-12-17,598,462,0,No,X,N,O,YY,272,LL1,408,WW2,544,D,1224
Regular,22-12-17,535,529,1,No,O,M,O,XX,12,MM1,18,LL2,24,D,54
Regular,22-12-17,592,563,2,No,Y,X,N,MM,58,MM1,87,XX2,116,D,261
Regular,22-12-17,538,463,3,No,Z,N,Z,YY,150,WW1,225,LL2,300,D,675
Regular,23-06-17,650,592,0,Yes,N,Y,L,WW,116,WW1,174,XX2,232,B,522
Regular,23-06-17,523,529,1,No,Y,O,Y,XX,0,ZZ1,0,YY2,0,B,0
Regular,23-06-17,642,521,2,No,X,Z,M,MM,242,YY1,363,XX2,484,B,1089
Regular,23-06-17,524,566,3,No,M,M,W,MM,0,MM1,0,MM2,0,B,0
Regular,23-06-17,614,511,0,No,O,Z,N,WW,206,YY1,309,XX2,412,L,927
Regular,23-06-17,658,471,1,No,O,L,L,YY,374,WW1,561,WW2,748,L,1683
Regular,23-06-17,538,449,2,No,Y,X,L,ZZ,178,YY1,267,YY2,356,L,801
Regular,23-06-17,696,560,3,No,L,Y,N,XX,272,XX1,408,MM2,544,L,1224
Regular,23-06-17,595,522,0,Yes,Z,Y,O,YY,146,MM1,219,LL2,292,D,657
Regular,23-06-17,696,597,1,No,X,O,L,XX,198,MM1,297,YY2,396,D,891
Regular,23-06-17,540,555,2,No,O,Y,L,WW,0,WW1,0,LL2,0,D,0
Regular,23-06-17,576,418,3,No,L,Z,O,ZZ,316,LL1,474,XX2,632,D,1422
Regular,13-07-17,664,595,0,No,Y,Y,Z,LL,138,YY1,207,LL2,276,B,621
Regular,13-07-17,620,571,1,No,N,W,W,MM,98,ZZ1,147,MM2,196,B,441
Regular,13-07-17,664,557,2,No,O,L,L,YY,214,YY1,321,LL2,428,B,963
Regular,13-07-17,688,448,3,No,W,W,Y,MM,480,MM1,720,MM2,960,B,2160
Regular,13-07-17,501,570,0,No,M,M,Z,YY,0,WW1,0,XX2,0,L,0
Regular,13-07-17,632,491,1,No,Y,N,X,YY,282,WW1,423,MM2,564,L,1269
Regular,13-07-17,650,400,2,No,N,W,Z,WW,500,XX1,750,MM2,1000,L,2250
Regular,13-07-17,673,505,3,No,M,X,M,ZZ,336,LL1,504,LL2,672,L,1512
Regular,13-07-17,524,495,0,No,Y,O,O,XX,58,XX1,87,XX2,116,D,261
Regular,13-07-17,663,560,1,No,M,M,M,MM,206,YY1,309,MM2,412,D,927
Regular,13-07-17,533,567,2,No,L,W,M,WW,0,LL1,0,MM2,0,D,0
Regular,13-07-17,566,596,3,No,O,N,N,ZZ,0,XX1,0,WW2,0,D,0
Other_Holidays,05-07-17,655,427,0,No,M,Z,M,MM,456,XX1,684,YY2,912,B,2052
Other_Holidays,05-07-17,601,418,1,No,Y,O,O,MM,366,ZZ1,549,YY2,732,B,1647
Other_Holidays,05-07-17,594,554,2,No,O,W,W,XX,80,WW1,120,MM2,160,B,360
Other_Holidays,05-07-17,513,448,3,No,Y,M,Y,WW,130,MM1,195,XX2,260,B,585
Other_Holidays,05-07-17,649,578,0,Yes,N,O,M,YY,142,XX1,213,WW2,284,L,639
Other_Holidays,05-07-17,568,555,1,No,O,M,Z,XX,26,MM1,39,ZZ2,52,L,117
Other_Holidays,05-07-17,572,574,2,No,N,O,W,ZZ,0,LL1,0,XX2,0,L,0
Other_Holidays,05-07-17,551,465,3,No,Z,L,W,YY,172,YY1,258,WW2,344,L,774
Other_Holidays,05-07-17,685,437,0,No,Z,L,X,WW,496,LL1,744,YY2,992,D,2232
Other_Holidays,05-07-17,534,443,1,No,N,N,Z,MM,182,LL1,273,LL2,364,D,819
Other_Holidays,05-07-17,646,435,2,No,O,L,X,XX,422,LL1,633,YY2,844,D,1899
Other_Holidays,05-07-17,673,509,3,No,O,Y,X,YY,328,WW1,492,ZZ2,656,D,1476
Exam,13-04-17,567,421,0,No,O,X,Y,ZZ,292,LL1,438,WW2,584,B,1314
Exam,13-04-17,517,518,1,No,Y,Z,W,MM,0,WW1,0,MM2,0,B,0
Exam,13-04-17,700,448,2,No,L,Z,W,LL,504,XX1,756,ZZ2,1008,B,2268
Exam,13-04-17,505,429,3,Yes,Y,Y,O,ZZ,152,WW1,228,XX2,304,B,684
Exam,13-04-17,523,496,0,No,X,O,N,XX,54,WW1,81,YY2,108,L,243
Exam,13-04-17,644,539,1,Yes,M,O,M,WW,210,ZZ1,315,MM2,420,L,945
Exam,13-04-17,533,523,2,Yes,N,M,O,ZZ,20,LL1,30,WW2,40,L,90
Exam,13-04-17,608,488,3,No,L,L,W,MM,240,ZZ1,360,YY2,480,L,1080
Exam,13-04-17,612,432,0,No,Y,X,L,WW,360,LL1,540,WW2,720,D,1620
Exam,13-04-17,574,516,1,No,W,W,X,XX,116,YY1,174,MM2,232,D,522
Exam,13-04-17,649,414,2,No,Y,Z,Y,ZZ,470,MM1,705,ZZ2,940,D,2115
Exam,13-04-17,552,555,3,No,L,L,Y,ZZ,0,WW1,0,XX2,0,D,0
Other_Holidays,18-08-17,573,506,0,Yes,X,N,N,YY,134,MM1,201,MM2,268,B,603
Other_Holidays,18-08-17,586,524,1,No,O,O,Y,ZZ,124,WW1,186,XX2,248,B,558
Other_Holidays,18-08-17,671,487,2,No,Z,X,W,WW,368,YY1,552,YY2,736,B,1656
Other_Holidays,18-08-17,608,414,3,No,M,W,W,LL,388,YY1,582,ZZ2,776,B,1746
Other_Holidays,18-08-17,544,484,0,No,X,X,X,WW,120,ZZ1,180,WW2,240,L,540
Other_Holidays,18-08-17,663,579,1,No,N,Y,L,LL,168,ZZ1,252,ZZ2,336,L,756
Other_Holidays,18-08-17,653,549,2,No,Z,Z,M,MM,208,LL1,312,WW2,416,L,936
Other_Holidays,18-08-17,571,436,3,No,L,N,X,YY,270,ZZ1,405,WW2,540,L,1215
Other_Holidays,18-08-17,639,598,0,No,X,M,W,YY,82,XX1,123,WW2,164,D,369
Other_Holidays,18-08-17,658,455,1,No,M,Z,M,MM,406,XX1,609,YY2,812,D,1827
Other_Holidays,18-08-17,679,484,2,No,Y,L,Z,XX,390,LL1,585,YY2,780,D,1755
Other_Holidays,18-08-17,610,497,3,No,N,X,Z,YY,226,YY1,339,YY2,452,D,1017
Regular,17-06-17,675,455,0,No,L,W,Y,XX,440,MM1,660,ZZ2,880,B,1980
Regular,17-06-17,545,572,1,No,W,Z,W,XX,0,ZZ1,0,LL2,0,B,0
Regular,17-06-17,659,413,2,No,N,L,M,YY,492,LL1,738,LL2,984,B,2214
Regular,17-06-17,655,414,3,No,W,X,O,YY,482,WW1,723,WW2,964,B,2169
Regular,17-06-17,538,414,0,No,W,N,Z,ZZ,248,LL1,372,ZZ2,496,L,1116
Regular,17-06-17,565,512,1,No,X,L,Z,WW,106,WW1,159,XX2,212,L,477
Regular,17-06-17,611,508,2,No,L,Z,X,ZZ,206,ZZ1,309,MM2,412,L,927
Regular,17-06-17,529,563,3,No,W,Y,L,WW,0,LL1,0,YY2,0,L,0
Regular,17-06-17,620,575,0,Yes,N,Z,O,WW,90,XX1,135,LL2,180,D,405
Regular,17-06-17,543,597,1,No,X,Z,O,XX,0,ZZ1,0,YY2,0,D,0
Regular,17-06-17,514,536,2,Yes,N,O,Y,WW,0,MM1,0,WW2,0,D,0
Regular,17-06-17,688,497,3,No,W,Y,Y,XX,382,YY1,573,LL2,764,D,1719
Exam,12-10-17,648,600,0,Yes,X,Y,N,YY,96,XX1,144,ZZ2,192,B,432
Exam,12-10-17,541,403,1,No,X,Z,W,MM,276,WW1,414,XX2,552,B,1242
Exam,12-10-17,644,562,2,No,W,Y,Y,WW,164,ZZ1,246,MM2,328,B,738
Exam,12-10-17,648,506,3,No,Y,Z,Y,ZZ,284,YY1,426,WW2,568,B,1278
Exam,12-10-17,691,570,0,Yes,M,L,M,WW,242,XX1,363,XX2,484,L,1089
Exam,12-10-17,642,521,1,No,Y,W,N,LL,242,ZZ1,363,YY2,484,L,1089
Exam,12-10-17,528,579,2,No,L,L,X,LL,0,WW1,0,WW2,0,L,0
Exam,12-10-17,550,546,3,No,M,N,O,YY,8,MM1,12,WW2,16,L,36
Exam,12-10-17,544,403,0,No,W,Y,W,ZZ,282,WW1,423,LL2,564,D,1269
Exam,12-10-17,549,428,1,No,O,X,W,MM,242,LL1,363,LL2,484,D,1089
Exam,12-10-17,595,408,2,Yes,W,L,L,YY,374,MM1,561,LL2,748,D,1683
Exam,12-10-17,619,588,3,No,Y,Z,L,LL,62,MM1,93,YY2,124,D,279
Regular,04-06-17,580,496,0,No,M,W,Z,ZZ,168,XX1,252,ZZ2,336,B,756
Regular,04-06-17,555,414,1,No,M,Z,L,XX,282,XX1,423,LL2,564,B,1269
Regular,04-06-17,611,427,2,No,O,O,Y,YY,368,LL1,552,ZZ2,736,B,1656
Regular,04-06-17,577,529,3,No,L,W,M,LL,96,LL1,144,ZZ2,192,B,432
Regular,04-06-17,568,529,0,No,N,Z,M,ZZ,78,LL1,117,MM2,156,L,351
Regular,04-06-17,528,519,1,Yes,O,Z,X,ZZ,18,XX1,27,YY2,36,L,81
Regular,04-06-17,543,493,2,No,N,X,L,XX,100,LL1,150,XX2,200,L,450
Regular,04-06-17,588,502,3,No,O,N,O,LL,172,LL1,258,MM2,344,L,774
Regular,04-06-17,655,442,0,No,Z,O,L,WW,426,WW1,639,MM2,852,D,1917
Regular,04-06-17,616,504,1,No,Z,O,N,MM,224,YY1,336,XX2,448,D,1008
Regular,04-06-17,592,585,2,No,O,W,O,WW,14,YY1,21,LL2,28,D,63
Regular,04-06-17,698,412,3,Yes,Z,L,M,ZZ,572,ZZ1,858,WW2,1144,D,2574
Regular,27-03-17,694,401,0,Yes,L,M,M,YY,586,MM1,879,MM2,1172,B,2637
Regular,27-03-17,530,487,1,No,X,Y,L,WW,86,MM1,129,ZZ2,172,B,387
Regular,27-03-17,675,537,2,No,M,Z,L,ZZ,276,YY1,414,ZZ2,552,B,1242
Regular,27-03-17,607,497,3,Yes,N,M,Y,YY,220,LL1,330,YY2,440,B,990
Regular,27-03-17,693,441,0,No,O,Y,X,MM,504,ZZ1,756,LL2,1008,L,2268
Regular,27-03-17,601,462,1,No,X,L,O,WW,278,XX1,417,MM2,556,L,1251
Regular,27-03-17,501,558,2,No,Y,X,X,XX,0,XX1,0,XX2,0,L,0
Regular,27-03-17,557,439,3,No,Y,X,X,MM,236,YY1,354,WW2,472,L,1062
Regular,27-03-17,668,528,0,No,M,L,N,LL,280,ZZ1,420,WW2,560,D,1260
Regular,27-03-17,686,475,1,No,L,Y,O,LL,422,ZZ1,633,WW2,844,D,1899
Regular,27-03-17,556,420,2,No,N,W,W,XX,272,YY1,408,ZZ2,544,D,1224
Regular,27-03-17,504,588,3,No,W,M,X,ZZ,0,ZZ1,0,WW2,0,D,0
Exam,07-12-17,668,447,0,No,X,X,L,YY,442,LL1,663,LL2,884,B,1989
Exam,07-12-17,616,498,1,No,W,X,O,LL,236,ZZ1,354,MM2,472,B,1062
Exam,07-12-17,503,448,2,No,Z,W,M,ZZ,110,YY1,165,ZZ2,220,B,495
Exam,07-12-17,640,493,3,No,Z,W,L,LL,294,XX1,441,YY2,588,B,1323
Exam,07-12-17,568,513,0,No,O,M,W,LL,110,LL1,165,ZZ2,220,L,495
Exam,07-12-17,622,450,1,No,M,W,W,ZZ,344,WW1,516,LL2,688,L,1548
Exam,07-12-17,643,582,2,No,N,L,Y,YY,122,ZZ1,183,YY2,244,L,549
Exam,07-12-17,683,572,3,Yes,Y,W,N,MM,222,LL1,333,LL2,444,L,999
Exam,07-12-17,664,557,0,No,X,Y,Z,XX,214,MM1,321,XX2,428,D,963
Exam,07-12-17,571,481,1,No,M,Y,N,LL,180,WW1,270,XX2,360,D,810
Exam,07-12-17,670,468,2,No,M,X,O,MM,404,WW1,606,WW2,808,D,1818
Exam,07-12-17,645,553,3,No,L,Y,W,YY,184,XX1,276,LL2,368,D,828
Regular,11-05-17,608,529,0,No,Z,O,Z,LL,158,ZZ1,237,ZZ2,316,B,711
Regular,11-05-17,545,437,1,No,O,Y,O,LL,216,MM1,324,LL2,432,B,972
Regular,11-05-17,598,426,2,No,N,X,M,MM,344,LL1,516,ZZ2,688,B,1548
Regular,11-05-17,619,433,3,No,M,Y,Y,YY,372,ZZ1,558,ZZ2,744,B,1674
Regular,11-05-17,587,517,0,Yes,N,Z,M,ZZ,140,MM1,210,XX2,280,L,630
Regular,11-05-17,665,570,1,No,L,W,Z,MM,190,MM1,285,ZZ2,380,L,855
Regular,11-05-17,531,405,2,No,X,N,W,XX,252,ZZ1,378,YY2,504,L,1134
Regular,11-05-17,662,422,3,No,Y,O,L,LL,480,MM1,720,YY2,960,L,2160
Regular,11-05-17,543,492,0,Yes,W,Z,L,YY,102,YY1,153,ZZ2,204,D,459
Regular,11-05-17,589,567,1,No,Y,Z,N,YY,44,YY1,66,WW2,88,D,198
Regular,11-05-17,692,418,2,No,Y,L,O,ZZ,548,ZZ1,822,ZZ2,1096,D,2466
Regular,11-05-17,657,526,3,No,N,N,L,LL,262,MM1,393,MM2,524,D,1179
Regular,20-12-17,577,500,0,No,O,O,M,ZZ,154,XX1,231,XX2,308,B,693
Regular,20-12-17,619,577,1,No,Z,O,M,XX,84,MM1,126,YY2,168,B,378
Regular,20-12-17,516,597,2,No,L,Y,L,MM,0,LL1,0,MM2,0,B,0
Regular,20-12-17,663,589,3,Yes,X,L,Z,WW,148,WW1,222,XX2,296,B,666
Regular,20-12-17,598,502,0,No,M,M,Z,LL,192,WW1,288,YY2,384,L,864
Regular,20-12-17,593,433,1,Yes,L,N,O,WW,320,LL1,480,LL2,640,L,1440
Regular,20-12-17,666,573,2,No,X,Z,Y,WW,186,ZZ1,279,MM2,372,L,837
Regular,20-12-17,688,473,3,Yes,Y,W,X,XX,430,YY1,645,LL2,860,L,1935
Regular,20-12-17,598,571,0,No,M,L,W,YY,54,LL1,81,XX2,108,D,243
Regular,20-12-17,691,574,1,No,W,O,Z,YY,234,WW1,351,LL2,468,D,1053
Regular,20-12-17,700,474,2,No,L,Y,W,YY,452,LL1,678,YY2,904,D,2034
Regular,20-12-17,655,405,3,No,M,O,O,YY,500,WW1,750,WW2,1000,D,2250
Regular,08-07-17,662,456,0,No,W,O,M,LL,412,MM1,618,LL2,824,B,1854
Regular,08-07-17,616,572,1,No,L,L,L,LL,88,ZZ1,132,MM2,176,B,396
Regular,08-07-17,639,525,2,No,L,W,O,WW,228,ZZ1,342,WW2,456,B,1026
Regular,08-07-17,673,521,3,No,N,Y,N,XX,304,LL1,456,WW2,608,B,1368
Regular,08-07-17,514,414,0,Yes,M,W,M,MM,200,XX1,300,XX2,400,L,900
Regular,08-07-17,675,484,1,No,Y,W,Z,ZZ,382,YY1,573,MM2,764,L,1719
Regular,08-07-17,501,495,2,No,M,Z,M,ZZ,12,MM1,18,MM2,24,L,54
Regular,08-07-17,662,412,3,Yes,L,Y,M,WW,500,LL1,750,MM2,1000,L,2250
Regular,08-07-17,626,404,0,No,M,Y,N,XX,444,LL1,666,MM2,888,D,1998
Regular,08-07-17,641,459,1,Yes,N,X,W,LL,364,LL1,546,LL2,728,D,1638
Regular,08-07-17,639,572,2,No,L,N,O,ZZ,134,MM1,201,WW2,268,D,603
Regular,08-07-17,546,576,3,Yes,M,Z,X,LL,0,MM1,0,ZZ2,0,D,0
Regular,20-01-18,516,536,0,Yes,X,W,X,LL,0,YY1,0,MM2,0,B,0
Regular,20-01-18,563,557,1,Yes,L,X,L,XX,12,LL1,18,WW2,24,B,54
Regular,20-01-18,606,531,2,No,Y,N,Y,LL,150,LL1,225,YY2,300,B,675
Regular,20-01-18,580,544,3,No,L,M,N,YY,72,YY1,108,LL2,144,B,324
Regular,20-01-18,685,427,0,No,M,X,X,WW,516,LL1,774,LL2,1032,L,2322
Regular,20-01-18,625,569,1,No,L,N,W,ZZ,112,ZZ1,168,MM2,224,L,504
Regular,20-01-18,668,433,2,No,M,Y,W,ZZ,470,ZZ1,705,MM2,940,L,2115
Regular,20-01-18,574,419,3,No,Z,W,Y,WW,310,YY1,465,XX2,620,L,1395
Regular,20-01-18,575,513,0,No,Y,M,W,ZZ,124,WW1,186,ZZ2,248,D,558
Regular,20-01-18,629,509,1,No,N,N,O,WW,240,XX1,360,XX2,480,D,1080
Regular,20-01-18,599,565,2,No,Y,W,Y,WW,68,LL1,102,YY2,136,D,306
Regular,20-01-18,503,587,3,No,M,N,M,LL,0,WW1,0,YY2,0,D,0
Sem_Break,23-05-17,617,478,0,No,X,O,Z,WW,278,MM1,417,XX2,556,B,1251
Sem_Break,23-05-17,610,567,1,No,X,X,M,LL,86,LL1,129,MM2,172,B,387
Sem_Break,23-05-17,645,513,2,No,L,W,L,YY,264,LL1,396,YY2,528,B,1188
Sem_Break,23-05-17,511,531,3,Yes,M,O,Z,LL,0,YY1,0,YY2,0,B,0
Sem_Break,23-05-17,648,515,0,No,Z,L,X,XX,266,LL1,399,MM2,532,L,1197
Sem_Break,23-05-17,578,562,1,Yes,X,M,Y,YY,32,YY1,48,YY2,64,L,144
Sem_Break,23-05-17,564,401,2,No,L,Z,N,XX,326,LL1,489,WW2,652,L,1467
Sem_Break,23-05-17,685,484,3,No,L,O,L,MM,402,XX1,603,LL2,804,L,1809
Sem_Break,23-05-17,641,467,0,No,W,N,X,ZZ,348,XX1,522,WW2,696,D,1566
Sem_Break,23-05-17,566,571,1,Yes,L,X,W,MM,0,LL1,0,WW2,0,D,0
Sem_Break,23-05-17,626,406,2,Yes,L,N,N,XX,440,WW1,660,YY2,880,D,1980
Sem_Break,23-05-17,693,497,3,No,Z,O,L,MM,392,WW1,588,ZZ2,784,D,1764
Regular,08-02-18,660,491,0,No,M,W,W,ZZ,338,MM1,507,MM2,676,B,1521
Regular,08-02-18,586,591,1,No,X,X,W,ZZ,0,MM1,0,YY2,0,B,0
Regular,08-02-18,633,557,2,No,W,O,W,ZZ,152,YY1,228,ZZ2,304,B,684
Regular,08-02-18,565,520,3,No,W,L,W,ZZ,90,LL1,135,MM2,180,B,405
Regular,08-02-18,657,538,0,No,N,O,L,MM,238,ZZ1,357,LL2,476,L,1071
Regular,08-02-18,696,439,1,No,O,M,N,LL,514,XX1,771,XX2,1028,L,2313
Regular,08-02-18,665,507,2,No,X,N,M,YY,316,LL1,474,XX2,632,L,1422
Regular,08-02-18,507,459,3,No,N,W,Y,ZZ,96,WW1,144,MM2,192,L,432
Regular,08-02-18,553,433,0,Yes,O,L,Z,YY,240,WW1,360,YY2,480,D,1080
Regular,08-02-18,690,552,1,No,M,Z,N,YY,276,ZZ1,414,ZZ2,552,D,1242
Regular,08-02-18,516,505,2,No,L,M,X,LL,22,MM1,33,LL2,44,D,99
Regular,08-02-18,563,588,3,No,L,W,Y,MM,0,ZZ1,0,YY2,0,D,0
Exam,25-01-18,692,433,0,No,L,M,Y,XX,518,XX1,777,LL2,1036,B,2331
Exam,25-01-18,559,519,1,No,N,W,X,LL,80,LL1,120,WW2,160,B,360
Exam,25-01-18,665,438,2,No,O,O,X,MM,454,YY1,681,MM2,908,B,2043
Exam,25-01-18,555,422,3,Yes,Y,N,Y,LL,266,WW1,399,YY2,532,B,1197
Exam,25-01-18,567,439,0,No,O,L,Y,ZZ,256,ZZ1,384,LL2,512,L,1152
Exam,25-01-18,616,423,1,No,Y,W,Y,MM,386,XX1,579,WW2,772,L,1737
Exam,25-01-18,690,499,2,No,L,Z,Z,YY,382,ZZ1,573,ZZ2,764,L,1719
Exam,25-01-18,591,562,3,No,O,Z,L,MM,58,YY1,87,LL2,116,L,261
Exam,25-01-18,629,559,0,No,W,W,X,YY,140,WW1,210,WW2,280,D,630
Exam,25-01-18,598,437,1,No,X,O,X,LL,322,ZZ1,483,WW2,644,D,1449
Exam,25-01-18,561,507,2,No,M,L,X,ZZ,108,YY1,162,YY2,216,D,486
Exam,25-01-18,522,491,3,No,N,W,M,ZZ,62,YY1,93,LL2,124,D,279
Regular,26-05-17,671,438,0,No,X,W,Y,LL,466,WW1,699,XX2,932,B,2097
Regular,26-05-17,622,524,1,No,X,W,W,YY,196,LL1,294,MM2,392,B,882
Regular,26-05-17,504,558,2,No,Z,O,O,XX,0,WW1,0,WW2,0,B,0
Regular,26-05-17,635,570,3,No,Y,N,M,MM,130,XX1,195,XX2,260,B,585
Regular,26-05-17,675,566,0,No,N,Y,Z,XX,218,YY1,327,YY2,436,L,981
Regular,26-05-17,532,459,1,No,M,M,O,XX,146,YY1,219,WW2,292,L,657
Regular,26-05-17,654,456,2,No,W,M,Y,ZZ,396,YY1,594,LL2,792,L,1782
Regular,26-05-17,533,584,3,No,W,Z,Y,WW,0,MM1,0,XX2,0,L,0
Regular,26-05-17,523,401,0,No,X,L,M,ZZ,244,WW1,366,WW2,488,D,1098
Regular,26-05-17,672,432,1,No,N,X,W,MM,480,WW1,720,XX2,960,D,2160
Regular,26-05-17,513,467,2,No,L,Y,Z,YY,92,XX1,138,XX2,184,D,414
Regular,26-05-17,683,511,3,No,L,N,M,WW,344,WW1,516,XX2,688,D,1548
Exam,06-04-17,666,524,0,No,N,N,W,XX,284,ZZ1,426,MM2,568,B,1278
Exam,06-04-17,671,454,1,Yes,Z,W,Y,WW,434,XX1,651,LL2,868,B,1953
Exam,06-04-17,654,517,2,No,X,N,Y,ZZ,274,LL1,411,YY2,548,B,1233
Exam,06-04-17,577,406,3,No,Y,X,O,LL,342,YY1,513,YY2,684,B,1539
Exam,06-04-17,638,497,0,No,Y,Z,Z,LL,282,XX1,423,XX2,564,L,1269
Exam,06-04-17,614,412,1,No,W,N,X,LL,404,MM1,606,XX2,808,L,1818
Exam,06-04-17,678,434,2,No,Z,W,M,WW,488,YY1,732,ZZ2,976,L,2196
Exam,06-04-17,598,523,3,No,M,M,X,WW,150,LL1,225,MM2,300,L,675
Exam,06-04-17,623,537,0,No,X,Z,L,XX,172,YY1,258,ZZ2,344,D,774
Exam,06-04-17,598,537,1,Yes,O,L,Y,YY,122,MM1,183,LL2,244,D,549
Exam,06-04-17,601,541,2,No,N,N,Y,ZZ,120,MM1,180,MM2,240,D,540
Exam,06-04-17,670,545,3,Yes,Z,M,N,WW,250,XX1,375,LL2,500,D,1125
Fest,23-11-17,576,598,0,Yes,Z,N,M,MM,0,ZZ1,0,XX2,0,B,0
Fest,23-11-17,548,588,1,No,X,Z,X,ZZ,0,XX1,0,WW2,0,B,0
Fest,23-11-17,698,451,2,No,N,O,M,WW,494,YY1,741,LL2,988,B,2223
Fest,23-11-17,640,526,3,No,X,L,X,WW,228,WW1,342,LL2,456,B,1026
Fest,23-11-17,695,587,0,No,W,X,X,WW,216,LL1,324,WW2,432,L,972
Fest,23-11-17,672,547,1,No,L,W,L,ZZ,250,XX1,375,MM2,500,L,1125
Fest,23-11-17,625,447,2,No,M,M,N,WW,356,WW1,534,WW2,712,L,1602
Fest,23-11-17,691,460,3,No,Z,O,W,YY,462,MM1,693,WW2,924,L,2079
Fest,23-11-17,514,529,0,No,Y,L,M,MM,0,YY1,0,LL2,0,D,0
Fest,23-11-17,658,521,1,No,Y,N,Y,YY,274,WW1,411,XX2,548,D,1233
Fest,23-11-17,665,483,2,No,O,Y,N,YY,364,MM1,546,MM2,728,D,1638
Fest,23-11-17,603,503,3,No,M,O,M,MM,200,WW1,300,WW2,400,D,900
Regular,04-06-17,522,551,0,Yes,N,Y,Z,LL,0,XX1,0,XX2,0,B,0
Regular,04-06-17,661,538,1,No,X,Z,W,ZZ,246,MM1,369,XX2,492,B,1107
Regular,04-06-17,662,449,2,No,X,O,M,ZZ,426,YY1,639,YY2,852,B,1917
Regular,04-06-17,568,434,3,No,Y,M,M,WW,268,WW1,402,XX2,536,B,1206
Regular,04-06-17,535,600,0,No,N,L,W,ZZ,0,XX1,0,MM2,0,L,0
Regular,04-06-17,609,552,1,No,L,L,X,XX,114,LL1,171,YY2,228,L,513
Regular,04-06-17,647,491,2,No,O,M,M,XX,312,MM1,468,WW2,624,L,1404
Regular,04-06-17,510,545,3,No,Z,N,Z,LL,0,YY1,0,MM2,0,L,0
Regular,04-06-17,563,572,0,No,M,W,L,LL,0,YY1,0,LL2,0,D,0
Regular,04-06-17,570,537,1,No,W,L,Y,YY,66,LL1,99,YY2,132,D,297
Regular,04-06-17,622,477,2,No,X,W,L,YY,290,MM1,435,ZZ2,580,D,1305
Regular,04-06-17,565,565,3,No,M,L,L,LL,0,ZZ1,0,XX2,0,D,0
Regular,26-06-17,654,528,0,Yes,O,Y,O,MM,252,WW1,378,ZZ2,504,B,1134
Regular,26-06-17,675,410,1,No,Z,X,M,WW,530,LL1,795,LL2,1060,B,2385
