Special_Occasion,Day,Month,Year,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Sem-Break,28,11,2017,0,No,O,O,N,WW,98,ZZ1,147,XX2,196,B,441
Sem-Break,28,11,2017,1,Yes,L,X,N,YY,0,ZZ1,0,YY2,0,B,0
Sem-Break,28,11,2017,2,No,Z,L,W,MM,110,XX1,165,LL2,220,B,495
Sem-Break,28,11,2017,3,No,L,Y,N,WW,330,WW1,495,LL2,660,B,1485
Sem-Break,28,11,2017,0,Yes,M,N,O,LL,348,MM1,522,LL2,696,L,1566
Sem-Break,28,11,2017,1,No,W,M,O,YY,260,YY1,390,LL2,520,L,1170
Sem-Break,28,11,2017,2,No,O,X,M,LL,200,WW1,300,XX2,400,L,900
Sem-Break,28,11,2017,3,No,O,N,N,LL,146,WW1,219,LL2,292,L,657
Sem-Break,28,11,2017,0,No,M,O,Z,YY,142,WW1,213,MM2,284,D,639
Sem-Break,28,11,2017,1,Yes,W,L,N,YY,208,LL1,312,XX2,416,D,936
Sem-Break,28,11,2017,2,Yes,X,M,N,LL,54,LL1,81,YY2,108,D,243
Sem-Break,28,11,2017,3,No,L,Z,O,YY,56,YY1,84,ZZ2,112,D,252
Regular,18,5,2017,0,No,W,Y,Y,ZZ,220,LL1,330,MM2,440,B,990
Regular,18,5,2017,1,No,W,L,N,XX,202,ZZ1,303,WW2,404,B,909
Regular,18,5,2017,2,Yes,Y,N,M,MM,482,XX1,723,LL2,964,B,2169
Regular,18,5,2017,3,No,M,Z,X,MM,0,WW1,0,LL2,0,B,0
Regular,18,5,2017,0,No,Z,O,Y,ZZ,32,WW1,48,ZZ2,64,L,144
Regular,18,5,2017,1,No,Y,N,Z,LL,0,ZZ1,0,XX2,0,L,0
Regular,18,5,2017,2,No,M,Z,L,MM,194,MM1,291,YY2,388,L,873
Regular,18,5,2017,3,Yes,L,Z,O,WW,454,YY1,681,ZZ2,908,L,2043
Regular,18,5,2017,0,No,Y,Y,L,YY,102,LL1,153,XX2,204,D,459
Regular,18,5,2017,1,No,X,X,W,LL,530,MM1,795,WW2,1060,D,2385
Regular,18,5,2017,2,No,Z,Z,M,XX,110,ZZ1,165,WW2,220,D,495
Regular,18,5,2017,3,No,O,O,O,WW,144,YY1,216,MM2,288,D,648
Other-Holidays,30,4,2017,0,No,N,M,M,MM,0,YY1,0,YY2,0,B,0
Other-Holidays,30,4,2017,1,No,X,N,Z,LL,190,XX1,285,YY2,380,B,855
Other-Holidays,30,4,2017,2,No,N,O,M,MM,298,MM1,447,YY2,596,B,1341
Other-Holidays,30,4,2017,3,No,W,M,L,WW,472,WW1,708,YY2,944,B,2124
Other-Holidays,30,4,2017,0,No,L,X,X,MM,0,LL1,0,MM2,0,L,0
Other-Holidays,30,4,2017,1,No,L,X,X,YY,36,XX1,54,LL2,72,L,162
Other-Holidays,30,4,2017,2,Yes,Y,M,X,MM,358,ZZ1,537,MM2,716,L,1611
Other-Holidays,30,4,2017,3,No,O,X,X,MM,98,XX1,147,MM2,196,L,441
Other-Holidays,30,4,2017,0,No,O,O,X,WW,226,LL1,339,XX2,452,D,1017
Other-Holidays,30,4,2017,1,No,O,Z,N,WW,394,YY1,591,ZZ2,788,D,1773
Other-Holidays,30,4,2017,2,Yes,Y,O,O,YY,244,LL1,366,WW2,488,D,1098
Other-Holidays,30,4,2017,3,No,X,Y,Z,YY,0,YY1,0,MM2,0,D,0
Regular,5,7,2017,0,No,X,O,Y,WW,188,LL1,282,MM2,376,B,846
Regular,5,7,2017,1,No,N,Z,Z,YY,114,YY1,171,MM2,228,B,513
Regular,5,7,2017,2,No,M,L,O,ZZ,150,ZZ1,225,YY2,300,B,675
Regular,5,7,2017,3,Yes,Z,W,X,YY,0,ZZ1,0,YY2,0,B,0
Regular,5,7,2017,0,No,N,X,N,ZZ,246,MM1,369,WW2,492,L,1107
Regular,5,7,2017,1,Yes,W,O,Y,XX,288,MM1,432,YY2,576,L,1296
Regular,5,7,2017,2,No,L,W,X,YY,46,MM1,69,XX2,92,L,207
Regular,5,7,2017,3,No,X,M,L,LL,288,WW1,432,ZZ2,576,L,1296
Regular,5,7,2017,0,No,N,W,N,LL,512,YY1,768,MM2,1024,D,2304
Regular,5,7,2017,1,No,M,L,O,XX,14,ZZ1,21,YY2,28,D,63
Regular,5,7,2017,2,Yes,N,X,W,LL,244,YY1,366,WW2,488,D,1098
Regular,5,7,2017,3,No,N,Z,Z,ZZ,280,MM1,420,MM2,560,D,1260
Regular,7,6,2017,0,No,W,Z,O,XX,364,LL1,546,WW2,728,B,1638
Regular,7,6,2017,1,No,X,L,Y,YY,324,ZZ1,486,XX2,648,B,1458
Regular,7,6,2017,2,No,Y,N,Z,XX,148,LL1,222,MM2,296,B,666
Regular,7,6,2017,3,No,Y,Z,W,MM,326,YY1,489,WW2,652,B,1467
Regular,7,6,2017,0,No,N,Y,Z,MM,110,MM1,165,MM2,220,L,495
Regular,7,6,2017,1,No,W,Z,M,MM,376,ZZ1,564,YY2,752,L,1692
Regular,7,6,2017,2,No,Y,Z,L,WW,454,ZZ1,681,ZZ2,908,L,2043
Regular,7,6,2017,3,Yes,X,M,Z,MM,366,MM1,549,MM2,732,L,1647
Regular,7,6,2017,0,No,W,W,M,MM,448,YY1,672,MM2,896,D,2016
Regular,7,6,2017,1,No,X,X,M,XX,26,XX1,39,WW2,52,D,117
Regular,7,6,2017,2,Yes,L,Z,Z,LL,356,MM1,534,LL2,712,D,1602
Regular,7,6,2017,3,No,M,Y,O,YY,238,LL1,357,LL2,476,D,1071
Other-Holidays,10,6,2017,0,No,Z,N,Y,WW,152,LL1,228,YY2,304,B,684
Other-Holidays,10,6,2017,1,No,N,M,X,LL,230,YY1,345,ZZ2,460,B,1035
Other-Holidays,10,6,2017,2,Yes,W,L,O,ZZ,8,WW1,12,MM2,16,B,36
Other-Holidays,10,6,2017,3,No,N,X,L,MM,290,XX1,435,ZZ2,580,B,1305
Other-Holidays,10,6,2017,0,No,L,W,W,XX,442,YY1,663,ZZ2,884,L,1989
Other-Holidays,10,6,2017,1,No,Z,X,W,YY,320,WW1,480,LL2,640,L,1440
Other-Holidays,10,6,2017,2,No,Y,Z,X,WW,2,XX1,3,LL2,4,L,9
Other-Holidays,10,6,2017,3,No,Z,N,X,MM,124,XX1,186,XX2,248,L,558
Other-Holidays,10,6,2017,0,No,X,M,Y,MM,206,ZZ1,309,WW2,412,D,927
Other-Holidays,10,6,2017,1,No,W,M,N,XX,228,LL1,342,YY2,456,D,1026
Other-Holidays,10,6,2017,2,No,W,O,X,WW,264,MM1,396,XX2,528,D,1188
Other-Holidays,10,6,2017,3,No,Z,O,Z,ZZ,488,XX1,732,WW2,976,D,2196
Regular,8,6,2017,0,No,Z,W,M,WW,298,MM1,447,WW2,596,B,1341
Regular,8,6,2017,1,No,Z,Z,N,XX,172,WW1,258,LL2,344,B,774
Regular,8,6,2017,2,Yes,Y,M,O,MM,314,YY1,471,ZZ2,628,B,1413
Regular,8,6,2017,3,Yes,X,Z,X,LL,340,ZZ1,510,XX2,680,B,1530
Regular,8,6,2017,0,No,M,N,N,MM,236,XX1,354,XX2,472,L,1062
Regular,8,6,2017,1,No,N,L,Y,MM,162,XX1,243,MM2,324,L,729
Regular,8,6,2017,2,No,W,L,X,ZZ,176,LL1,264,ZZ2,352,L,792
Regular,8,6,2017,3,Yes,Y,W,L,WW,140,YY1,210,ZZ2,280,L,630
Regular,8,6,2017,0,No,X,Z,W,MM,40,ZZ1,60,XX2,80,D,180
Regular,8,6,2017,1,No,W,O,Z,XX,258,YY1,387,YY2,516,D,1161
Regular,8,6,2017,2,No,X,M,L,WW,342,WW1,513,XX2,684,D,1539
Regular,8,6,2017,3,No,M,O,W,ZZ,398,XX1,597,ZZ2,796,D,1791
Regular,29,1,2018,0,No,N,O,Z,WW,236,MM1,354,ZZ2,472,B,1062
Regular,29,1,2018,1,No,M,N,N,ZZ,214,WW1,321,WW2,428,B,963
Regular,29,1,2018,2,No,O,M,L,MM,212,XX1,318,MM2,424,B,954
Regular,29,1,2018,3,No,M,Y,X,WW,44,WW1,66,YY2,88,B,198
Regular,29,1,2018,0,No,W,Y,X,LL,316,WW1,474,YY2,632,L,1422
Regular,29,1,2018,1,No,X,M,M,WW,0,YY1,0,LL2,0,L,0
Regular,29,1,2018,2,No,N,M,O,YY,0,XX1,0,WW2,0,L,0
Regular,29,1,2018,3,No,N,L,N,ZZ,0,YY1,0,WW2,0,L,0
Regular,29,1,2018,0,No,N,L,L,ZZ,372,LL1,558,ZZ2,744,D,1674
Regular,29,1,2018,1,No,Z,O,Z,YY,108,XX1,162,WW2,216,D,486
Regular,29,1,2018,2,Yes,M,Z,W,WW,190,ZZ1,285,LL2,380,D,855
Regular,29,1,2018,3,No,Y,M,Z,LL,0,YY1,0,ZZ2,0,D,0
Regular,11,11,2017,0,Yes,N,N,L,MM,266,WW1,399,ZZ2,532,B,1197
Regular,11,11,2017,1,No,L,W,Z,ZZ,96,YY1,144,XX2,192,B,432
Regular,11,11,2017,2,No,W,X,Z,WW,168,ZZ1,252,LL2,336,B,756
Regular,11,11,2017,3,No,Z,M,W,MM,384,WW1,576,YY2,768,B,1728
Regular,11,11,2017,0,No,N,O,N,ZZ,202,ZZ1,303,YY2,404,L,909
Regular,11,11,2017,1,No,O,N,Z,YY,248,MM1,372,XX2,496,L,1116
Regular,11,11,2017,2,No,X,X,W,XX,292,MM1,438,WW2,584,L,1314
Regular,11,11,2017,3,No,N,W,W,MM,216,XX1,324,MM2,432,L,972
Regular,11,11,2017,0,No,Y,Z,Z,LL,348,XX1,522,LL2,696,D,1566
Regular,11,11,2017,1,No,L,O,Y,ZZ,298,XX1,447,WW2,596,D,1341
Regular,11,11,2017,2,No,W,N,Y,WW,280,XX1,420,XX2,560,D,1260
Regular,11,11,2017,3,No,O,L,O,LL,358,LL1,537,LL2,716,D,1611
Regular,13,7,2017,0,No,L,M,Y,WW,62,XX1,93,XX2,124,B,279
Regular,13,7,2017,1,No,Z,L,L,WW,50,XX1,75,WW2,100,B,225
Regular,13,7,2017,2,No,W,Z,L,YY,136,MM1,204,MM2,272,B,612
Regular,13,7,2017,3,No,L,Z,X,YY,78,LL1,117,WW2,156,B,351
Regular,13,7,2017,0,No,Y,Y,X,YY,244,WW1,366,MM2,488,L,1098
Regular,13,7,2017,1,No,L,X,O,MM,468,LL1,702,LL2,936,L,2106
Regular,13,7,2017,2,No,X,W,W,LL,332,ZZ1,498,MM2,664,L,1494
Regular,13,7,2017,3,Yes,Z,O,L,ZZ,378,YY1,567,YY2,756,L,1701
Regular,13,7,2017,0,No,Z,N,M,YY,0,YY1,0,XX2,0,D,0
Regular,13,7,2017,1,No,Z,X,X,YY,272,YY1,408,YY2,544,D,1224
Regular,13,7,2017,2,No,Y,L,X,YY,26,LL1,39,YY2,52,D,117
Regular,13,7,2017,3,No,N,Y,O,MM,6,YY1,9,MM2,12,D,27
Regular,25,1,2018,0,No,X,L,L,ZZ,224,LL1,336,XX2,448,B,1008
Regular,25,1,2018,1,Yes,O,N,N,WW,164,YY1,246,LL2,328,B,738
Regular,25,1,2018,2,No,Z,Z,X,MM,136,MM1,204,MM2,272,B,612
Regular,25,1,2018,3,No,N,X,M,XX,140,WW1,210,LL2,280,B,630
Regular,25,1,2018,0,No,M,Y,O,YY,38,YY1,57,YY2,76,L,171
Regular,25,1,2018,1,No,X,W,O,LL,406,MM1,609,YY2,812,L,1827
Regular,25,1,2018,2,No,W,M,X,XX,474,MM1,711,YY2,948,L,2133
Regular,25,1,2018,3,Yes,W,N,M,YY,112,WW1,168,YY2,224,L,504
Regular,25,1,2018,0,No,O,N,N,YY,232,MM1,348,MM2,464,D,1044
Regular,25,1,2018,1,No,N,X,L,XX,170,LL1,255,MM2,340,D,765
Regular,25,1,2018,2,No,W,L,Y,ZZ,308,MM1,462,XX2,616,D,1386
Regular,25,1,2018,3,Yes,Y,M,Z,LL,268,XX1,402,XX2,536,D,1206
Regular,15,4,2017,0,No,O,W,W,XX,36,WW1,54,WW2,72,B,162
Regular,15,4,2017,1,No,Y,M,Z,XX,56,YY1,84,YY2,112,B,252
Regular,15,4,2017,2,No,W,M,L,ZZ,162,YY1,243,MM2,324,B,729
Regular,15,4,2017,3,No,L,L,Y,WW,394,LL1,591,XX2,788,B,1773
Regular,15,4,2017,0,No,O,N,Y,XX,26,LL1,39,WW2,52,L,117
Regular,15,4,2017,1,No,M,X,X,WW,0,XX1,0,MM2,0,L,0
Regular,15,4,2017,2,No,L,M,M,LL,44,MM1,66,MM2,88,L,198
Regular,15,4,2017,3,No,Z,W,Z,LL,250,WW1,375,WW2,500,L,1125
Regular,15,4,2017,0,No,N,L,X,MM,0,MM1,0,WW2,0,D,0
Regular,15,4,2017,1,No,L,Z,X,ZZ,0,XX1,0,MM2,0,D,0
Regular,15,4,2017,2,No,Y,M,X,YY,190,XX1,285,ZZ2,380,D,855
Regular,15,4,2017,3,No,Z,N,O,MM,96,MM1,144,WW2,192,D,432
Regular,9,10,2017,0,No,W,N,Y,XX,318,ZZ1,477,YY2,636,B,1431
Regular,9,10,2017,1,Yes,O,M,Z,ZZ,0,LL1,0,YY2,0,B,0
Regular,9,10,2017,2,No,L,O,Z,MM,430,YY1,645,WW2,860,B,1935
Regular,9,10,2017,3,No,N,M,M,ZZ,274,LL1,411,XX2,548,B,1233
Regular,9,10,2017,0,No,Y,Y,X,XX,210,YY1,315,MM2,420,L,945
Regular,9,10,2017,1,No,L,W,O,YY,148,LL1,222,LL2,296,L,666
Regular,9,10,2017,2,No,Z,X,Z,ZZ,354,WW1,531,XX2,708,L,1593
Regular,9,10,2017,3,No,X,M,X,WW,0,YY1,0,LL2,0,L,0
Regular,9,10,2017,0,No,Y,W,Z,XX,0,WW1,0,WW2,0,D,0
Regular,9,10,2017,1,No,L,Y,L,ZZ,298,ZZ1,447,LL2,596,D,1341
Regular,9,10,2017,2,Yes,O,M,X,WW,324,XX1,486,LL2,648,D,1458
Regular,9,10,2017,3,No,W,Z,O,MM,192,XX1,288,YY2,384,D,864
Regular,16,3,2018,0,No,X,X,Y,YY,480,YY1,720,YY2,960,B,2160
Regular,16,3,2018,1,Yes,X,L,N,MM,44,YY1,66,ZZ2,88,B,198
Regular,16,3,2018,2,Yes,W,M,N,WW,386,YY1,579,LL2,772,B,1737
Regular,16,3,2018,3,No,Y,L,N,LL,400,XX1,600,XX2,800,B,1800
Regular,16,3,2018,0,No,O,L,M,MM,294,WW1,441,YY2,588,L,1323
Regular,16,3,2018,1,No,M,O,Y,ZZ,274,YY1,411,YY2,548,L,1233
Regular,16,3,2018,2,Yes,X,Y,Y,WW,432,WW1,648,ZZ2,864,L,1944
Regular,16,3,2018,3,No,N,X,Y,MM,250,ZZ1,375,WW2,500,L,1125
Regular,16,3,2018,0,Yes,X,Z,X,WW,54,YY1,81,LL2,108,D,243
Regular,16,3,2018,1,Yes,O,M,W,MM,240,LL1,360,LL2,480,D,1080
Regular,16,3,2018,2,No,Z,W,Z,YY,152,WW1,228,MM2,304,D,684
Regular,16,3,2018,3,No,Z,O,L,WW,0,XX1,0,ZZ2,0,D,0
Regular,14,8,2017,0,No,Z,X,O,LL,308,MM1,462,LL2,616,B,1386
Regular,14,8,2017,1,Yes,Z,L,L,LL,558,MM1,837,ZZ2,1116,B,2511
Regular,14,8,2017,2,No,M,O,Y,LL,222,XX1,333,WW2,444,B,999
Regular,14,8,2017,3,No,N,M,N,XX,528,MM1,792,MM2,1056,B,2376
Regular,14,8,2017,0,No,N,M,N,XX,540,WW1,810,YY2,1080,L,2430
Regular,14,8,2017,1,No,Y,Y,N,XX,216,ZZ1,324,YY2,432,L,972
Regular,14,8,2017,2,No,O,M,W,MM,356,WW1,534,YY2,712,L,1602
Regular,14,8,2017,3,No,X,X,O,ZZ,30,WW1,45,MM2,60,L,135
Regular,14,8,2017,0,No,Z,O,Z,MM,490,XX1,735,MM2,980,D,2205
Regular,14,8,2017,1,No,O,Y,O,WW,528,LL1,792,WW2,1056,D,2376
Regular,14,8,2017,2,No,O,W,Y,MM,96,MM1,144,MM2,192,D,432
Regular,14,8,2017,3,Yes,Y,N,M,ZZ,10,ZZ1,15,ZZ2,20,D,45
Fest,17,3,2017,0,No,O,Z,O,WW,350,WW1,525,WW2,700,B,1575
Fest,17,3,2017,1,No,W,M,Y,WW,110,YY1,165,MM2,220,B,495
Fest,17,3,2017,2,Yes,Y,X,N,YY,0,MM1,0,ZZ2,0,B,0
Fest,17,3,2017,3,No,W,X,Z,MM,290,XX1,435,LL2,580,B,1305
Fest,17,3,2017,0,No,X,N,X,LL,466,LL1,699,WW2,932,L,2097
Fest,17,3,2017,1,Yes,L,X,M,LL,524,MM1,786,ZZ2,1048,L,2358
Fest,17,3,2017,2,No,W,O,L,XX,186,XX1,279,MM2,372,L,837
Fest,17,3,2017,3,Yes,Z,Y,N,LL,0,YY1,0,MM2,0,L,0
Fest,17,3,2017,0,Yes,L,M,L,ZZ,440,ZZ1,660,MM2,880,D,1980
Fest,17,3,2017,1,No,N,Z,X,LL,380,YY1,570,WW2,760,D,1710
Fest,17,3,2017,2,No,O,L,L,WW,384,XX1,576,ZZ2,768,D,1728
Fest,17,3,2017,3,No,W,X,Z,ZZ,340,YY1,510,WW2,680,D,1530
Regular,2,12,2017,0,No,Y,L,W,LL,340,ZZ1,510,YY2,680,B,1530
Regular,2,12,2017,1,No,X,X,L,MM,230,WW1,345,MM2,460,B,1035
Regular,2,12,2017,2,Yes,O,M,N,ZZ,0,YY1,0,ZZ2,0,B,0
Regular,2,12,2017,3,No,M,Z,Z,WW,94,WW1,141,WW2,188,B,423
Regular,2,12,2017,0,No,W,X,N,MM,148,WW1,222,ZZ2,296,L,666
Regular,2,12,2017,1,No,Y,N,Y,ZZ,132,LL1,198,ZZ2,264,L,594
Regular,2,12,2017,2,No,M,M,Z,ZZ,562,XX1,843,XX2,1124,L,2529
Regular,2,12,2017,3,No,X,L,Z,MM,140,XX1,210,XX2,280,L,630
Regular,2,12,2017,0,No,O,O,X,LL,194,YY1,291,YY2,388,D,873
Regular,2,12,2017,1,No,O,O,W,LL,2,YY1,3,MM2,4,D,9
Regular,2,12,2017,2,No,L,N,X,MM,0,ZZ1,0,YY2,0,D,0
Regular,2,12,2017,3,No,X,X,O,YY,200,LL1,300,YY2,400,D,900
Regular,25,6,2017,0,Yes,L,M,L,LL,416,LL1,624,MM2,832,B,1872
Regular,25,6,2017,1,Yes,Z,W,L,YY,154,LL1,231,LL2,308,B,693
Regular,25,6,2017,2,No,M,M,L,YY,90,XX1,135,LL2,180,B,405
Regular,25,6,2017,3,Yes,X,O,N,LL,506,XX1,759,WW2,1012,B,2277
Regular,25,6,2017,0,No,L,Y,M,ZZ,266,ZZ1,399,WW2,532,L,1197
Regular,25,6,2017,1,No,Z,O,W,MM,226,XX1,339,YY2,452,L,1017
Regular,25,6,2017,2,No,L,L,W,WW,388,YY1,582,XX2,776,L,1746
Regular,25,6,2017,3,No,O,M,M,YY,42,XX1,63,ZZ2,84,L,189
Regular,25,6,2017,0,No,X,L,M,WW,418,XX1,627,XX2,836,D,1881
Regular,25,6,2017,1,Yes,W,W,M,MM,174,ZZ1,261,YY2,348,D,783
Regular,25,6,2017,2,No,N,O,N,ZZ,106,YY1,159,ZZ2,212,D,477
Regular,25,6,2017,3,No,M,Y,N,LL,0,WW1,0,ZZ2,0,D,0
Regular,29,11,2017,0,No,L,Z,O,XX,92,LL1,138,MM2,184,B,414
Regular,29,11,2017,1,No,L,W,L,XX,236,ZZ1,354,YY2,472,B,1062
Regular,29,11,2017,2,No,N,Y,W,WW,86,MM1,129,YY2,172,B,387
Regular,29,11,2017,3,No,Y,M,Y,WW,270,XX1,405,MM2,540,B,1215
Regular,29,11,2017,0,No,Z,O,M,LL,270,ZZ1,405,XX2,540,L,1215
Regular,29,11,2017,1,No,X,O,Z,ZZ,0,WW1,0,LL2,0,L,0
Regular,29,11,2017,2,No,Z,W,Y,XX,128,WW1,192,YY2,256,L,576
Regular,29,11,2017,3,No,M,Y,N,WW,28,YY1,42,YY2,56,L,126
Regular,29,11,2017,0,Yes,O,X,O,XX,0,WW1,0,ZZ2,0,D,0
Regular,29,11,2017,1,No,X,Y,N,MM,114,XX1,171,YY2,228,D,513
Regular,29,11,2017,2,Yes,W,Z,X,LL,112,WW1,168,WW2,224,D,504
Regular,29,11,2017,3,Yes,X,L,Y,YY,346,YY1,519,XX2,692,D,1557
Regular,15,3,2018,0,No,Y,L,W,WW,550,WW1,825,ZZ2,1100,B,2475
Regular,15,3,2018,1,Yes,W,M,X,XX,0,ZZ1,0,MM2,0,B,0
Regular,15,3,2018,2,No,X,X,Y,ZZ,474,XX1,711,LL2,948,B,2133
Regular,15,3,2018,3,No,Z,L,O,ZZ,0,WW1,0,LL2,0,B,0
Regular,15,3,2018,0,No,Y,W,L,ZZ,4,YY1,6,WW2,8,L,18
Regular,15,3,2018,1,Yes,W,Z,O,MM,128,MM1,192,XX2,256,L,576
Regular,15,3,2018,2,No,Y,N,N,YY,182,YY1,273,ZZ2,364,L,819
Regular,15,3,2018,3,Yes,O,Z,W,MM,98,YY1,147,XX2,196,L,441
Regular,15,3,2018,0,No,O,Z,W,ZZ,180,XX1,270,YY2,360,D,810
Regular,15,3,2018,1,No,Y,M,M,XX,0,WW1,0,YY2,0,D,0
Regular,15,3,2018,2,No,N,L,L,XX,18,XX1,27,MM2,36,D,81
Regular,15,3,2018,3,No,N,Y,O,LL,318,MM1,477,YY2,636,D,1431
Sem-Break,14,6,2017,0,Yes,N,O,L,YY,0,YY1,0,ZZ2,0,B,0
Sem-Break,14,6,2017,1,No,L,N,Y,WW,0,XX1,0,XX2,0,B,0
Sem-Break,14,6,2017,2,No,Y,Y,O,XX,416,WW1,624,WW2,832,B,1872
Sem-Break,14,6,2017,3,No,L,N,Y,ZZ,356,LL1,534,LL2,712,B,1602
Sem-Break,14,6,2017,0,No,N,X,X,ZZ,420,YY1,630,ZZ2,840,L,1890
Sem-Break,14,6,2017,1,No,O,Y,O,WW,472,XX1,708,YY2,944,L,2124
Sem-Break,14,6,2017,2,No,M,Y,Y,YY,236,ZZ1,354,LL2,472,L,1062
Sem-Break,14,6,2017,3,Yes,Z,Z,N,LL,144,LL1,216,YY2,288,L,648
Sem-Break,14,6,2017,0,No,Z,Y,O,WW,296,YY1,444,WW2,592,D,1332
Sem-Break,14,6,2017,1,No,O,Z,L,WW,236,WW1,354,YY2,472,D,1062
Sem-Break,14,6,2017,2,No,X,X,W,XX,166,WW1,249,ZZ2,332,D,747
Sem-Break,14,6,2017,3,No,Y,L,L,YY,390,ZZ1,585,YY2,780,D,1755
Regular,13,2,2018,0,No,W,Y,X,XX,522,LL1,783,YY2,1044,B,2349
Regular,13,2,2018,1,No,X,Z,Z,WW,210,MM1,315,ZZ2,420,B,945
Regular,13,2,2018,2,No,Y,Z,W,YY,248,WW1,372,YY2,496,B,1116
Regular,13,2,2018,3,No,Z,M,X,XX,250,WW1,375,ZZ2,500,B,1125
Regular,13,2,2018,0,No,M,N,O,YY,0,LL1,0,ZZ2,0,L,0
Regular,13,2,2018,1,No,M,M,L,MM,234,WW1,351,XX2,468,L,1053
Regular,13,2,2018,2,Yes,Z,Y,O,YY,38,WW1,57,ZZ2,76,L,171
Regular,13,2,2018,3,No,O,O,Z,LL,212,LL1,318,WW2,424,L,954
Regular,13,2,2018,0,No,O,M,Y,WW,192,XX1,288,YY2,384,D,864
Regular,13,2,2018,1,No,W,W,X,WW,408,LL1,612,YY2,816,D,1836
Regular,13,2,2018,2,No,Z,L,O,WW,374,XX1,561,LL2,748,D,1683
Regular,13,2,2018,3,Yes,Y,X,Y,ZZ,358,LL1,537,ZZ2,716,D,1611
Other-Holidays,21,11,2017,0,No,Z,O,O,YY,288,LL1,432,WW2,576,B,1296
Other-Holidays,21,11,2017,1,No,N,X,L,LL,16,YY1,24,LL2,32,B,72
Other-Holidays,21,11,2017,2,Yes,W,Z,X,ZZ,386,ZZ1,579,LL2,772,B,1737
Other-Holidays,21,11,2017,3,No,Y,M,Z,LL,382,MM1,573,YY2,764,B,1719
Other-Holidays,21,11,2017,0,No,N,X,O,WW,242,YY1,363,YY2,484,L,1089
Other-Holidays,21,11,2017,1,No,Y,Z,W,ZZ,352,ZZ1,528,XX2,704,L,1584
Other-Holidays,21,11,2017,2,No,Y,O,W,YY,234,XX1,351,LL2,468,L,1053
Other-Holidays,21,11,2017,3,No,Z,L,W,MM,106,MM1,159,ZZ2,212,L,477
Other-Holidays,21,11,2017,0,No,X,L,M,XX,310,MM1,465,YY2,620,D,1395
Other-Holidays,21,11,2017,1,No,M,M,Z,XX,242,ZZ1,363,YY2,484,D,1089
Other-Holidays,21,11,2017,2,No,Y,X,M,MM,16,MM1,24,XX2,32,D,72
Other-Holidays,21,11,2017,3,No,L,N,X,LL,162,LL1,243,LL2,324,D,729
Regular,2,12,2017,0,No,O,Y,L,WW,234,YY1,351,LL2,468,B,1053
Regular,2,12,2017,1,No,O,L,X,ZZ,146,WW1,219,XX2,292,B,657
Regular,2,12,2017,2,No,W,N,W,YY,360,LL1,540,ZZ2,720,B,1620
Regular,2,12,2017,3,No,N,L,O,ZZ,402,WW1,603,LL2,804,B,1809
Regular,2,12,2017,0,Yes,X,L,W,MM,112,YY1,168,YY2,224,L,504
Regular,2,12,2017,1,No,O,L,N,LL,354,XX1,531,ZZ2,708,L,1593
Regular,2,12,2017,2,No,O,Y,L,WW,50,ZZ1,75,YY2,100,L,225
Regular,2,12,2017,3,Yes,M,O,Z,WW,88,ZZ1,132,WW2,176,L,396
Regular,2,12,2017,0,No,M,X,L,WW,146,XX1,219,LL2,292,D,657
Regular,2,12,2017,1,No,X,N,L,XX,82,WW1,123,ZZ2,164,D,369
Regular,2,12,2017,2,No,M,L,Z,LL,0,YY1,0,WW2,0,D,0
Regular,2,12,2017,3,No,Y,W,N,XX,474,WW1,711,YY2,948,D,2133
Regular,5,4,2017,0,No,O,Y,Z,WW,372,YY1,558,YY2,744,B,1674
Regular,5,4,2017,1,Yes,W,Z,O,XX,228,MM1,342,YY2,456,B,1026
Regular,5,4,2017,2,No,O,M,M,ZZ,410,ZZ1,615,WW2,820,B,1845
Regular,5,4,2017,3,No,W,N,O,ZZ,102,YY1,153,XX2,204,B,459
Regular,5,4,2017,0,No,N,Z,O,WW,466,WW1,699,XX2,932,L,2097
Regular,5,4,2017,1,Yes,W,N,M,ZZ,270,MM1,405,MM2,540,L,1215
Regular,5,4,2017,2,No,M,W,N,LL,162,ZZ1,243,XX2,324,L,729
Regular,5,4,2017,3,No,L,M,Y,LL,314,MM1,471,XX2,628,L,1413
Regular,5,4,2017,0,No,X,M,X,LL,214,YY1,321,LL2,428,D,963
Regular,5,4,2017,1,No,O,X,Z,MM,204,MM1,306,LL2,408,D,918
Regular,5,4,2017,2,No,O,X,N,MM,262,ZZ1,393,YY2,524,D,1179
Regular,5,4,2017,3,No,W,N,W,LL,228,XX1,342,YY2,456,D,1026
Sem-Break,13,7,2017,0,Yes,N,M,L,ZZ,0,WW1,0,YY2,0,B,0
Sem-Break,13,7,2017,1,No,O,Y,Z,XX,18,MM1,27,LL2,36,B,81
Sem-Break,13,7,2017,2,No,O,X,W,YY,90,MM1,135,YY2,180,B,405
Sem-Break,13,7,2017,3,No,Y,X,O,ZZ,80,YY1,120,LL2,160,B,360
Sem-Break,13,7,2017,0,No,Z,O,L,WW,302,LL1,453,XX2,604,L,1359
Sem-Break,13,7,2017,1,No,N,M,N,WW,338,MM1,507,MM2,676,L,1521
